# index, _pos
4532,"array([-3.67771341, -9.91806359])"
4533,"array([-1.50596091, -9.10632639])"
4534,"array([-3.36068432, -9.17958578])"
4535,"array([-2.4918431, -9.4602699])"
4536,"array([-1.85253901, -9.57206664])"
4537,"array([-3.50405596, -9.48764735])"
4538,"array([-3.50362968, -9.43976341])"
4539,"array([-3.28207678, -9.32886041])"
4540,"array([-3.41541107, -9.41208467])"
4541,"array([-3.19560986, -9.24758498])"
4542,"array([-3.84808789, -9.49691744])"
4543,"array([-3.45861883, -9.63429813])"
4544,"array([-3.7072299 , -9.76821346])"
4545,"array([-0.97884731, -9.18691684])"
4546,"array([-3.35333565, -9.39847013])"
4547,"array([-2.61295805, -9.69203525])"
4548,"array([-3.26491135, -9.35618735])"
4549,"array([-3.83852224, -9.55994885])"
4550,"array([-4.29064773, -9.37544089])"
4551,"array([ -1.4162279 , -10.10910111])"
4552,"array([ -2.05071063, -10.5047256 ])"
4553,"array([-3.84079798, -8.54525067])"
4554,"array([-1.89759784, -9.80919906])"
4555,"array([ -1.14243417, -10.09384418])"
4556,"array([-3.75119704, -8.8268953 ])"
4557,"array([-2.84599003, -8.31592307])"
4558,"array([-1.14832123, -9.90407765])"
4559,"array([ -1.26785227, -10.47438887])"
4560,"array([-1.60856262, -9.94369959])"
4561,"array([-1.61634328, -9.99791537])"
4562,"array([ -1.67089436, -10.10063927])"
4563,"array([ -1.61011103, -10.07021536])"
4564,"array([-3.70072338, -8.82578253])"
4565,"array([-3.10632395, -8.31439204])"
4566,"array([-2.86562864, -8.1393509 ])"
4567,"array([-3.87115254, -8.89939641])"
4568,"array([ -2.14077629, -10.40595203])"
4569,"array([-4.03779753, -8.54180023])"
4570,"array([-4.13541294, -8.53763335])"
4571,"array([-2.02546633, -8.99214162])"
4572,"array([-3.435165  , -7.48528045])"
4573,"array([-3.77466544, -8.85340954])"
4574,"array([ -1.28490172, -10.5506364 ])"
4575,"array([-3.88783294, -9.04952692])"
4576,"array([-0.85886887, -9.71597039])"
4577,"array([ -1.00535274, -10.0257826 ])"
4578,"array([-3.7074455 , -8.43320839])"
4579,"array([-2.09030028, -9.95434448])"
4580,"array([-3.1689107, -8.6347782])"
4581,"array([-3.71127495, -8.68726512])"
4582,"array([ -1.338576  , -10.27495787])"
4583,"array([-1.74448124, -9.95257666])"
4584,"array([-3.54320468, -8.83159761])"
4585,"array([-4.03936667, -8.59213297])"
4586,"array([-4.09063451, -8.44421119])"
4587,"array([-3.95437917, -8.79525665])"
4588,"array([-4.19430078, -8.64483176])"
4589,"array([-4.04340065, -8.2908455 ])"
4590,"array([ -1.13477128, -10.33763211])"
4591,"array([-4.25560526, -8.46083628])"
4592,"array([-3.6829215 , -8.64927966])"
4593,"array([-3.57466875, -8.78502804])"
4594,"array([-3.11965755, -9.51480274])"
4595,"array([-3.49763378, -9.00342429])"
4596,"array([ -0.87540023, -10.37951165])"
4597,"array([ -1.23380004, -10.338677  ])"
4598,"array([  6.3332327 , -19.48750958])"
4599,"array([  6.23145604, -19.59298375])"
4600,"array([  6.43381661, -19.38381195])"
4601,"array([-4.29167963, -8.20145832])"
4602,"array([-3.84595246, -8.25759883])"
4603,"array([-3.4719956 , -9.58105628])"
4604,"array([-3.49380086, -9.39276253])"
4605,"array([-4.15367873, -8.97463124])"
4606,"array([ -1.09180149, -10.24617351])"
4607,"array([-3.83410771, -8.59746962])"
4608,"array([ -2.18261156, -10.28123202])"
4609,"array([-3.93964784, -8.91459082])"
4610,"array([-3.94321623, -8.70416212])"
4611,"array([ -1.2430308 , -10.18498918])"
4612,"array([-3.43431501, -8.61027627])"
4613,"array([-4.37191759, -8.30807189])"
4614,"array([-1.9362447 , -9.69809134])"
4615,"array([-3.30337847, -8.46596971])"
4616,"array([-1.90057005, -9.8968989 ])"
4617,"array([-2.93680644, -9.04480894])"
4618,"array([-8.48889144,  3.79276499])"
4619,"array([-8.39246967,  3.66452229])"
4620,"array([-1.61230623, -9.07954977])"
4621,"array([ -1.26770084, -10.2587688 ])"
4622,"array([ -1.11683282, -10.90995478])"
4623,"array([ -2.2351934 , -10.34780136])"
4624,"array([-3.71902337, -9.06738075])"
4625,"array([-3.79850614, -8.21819871])"
4626,"array([-4.02318859, -7.38185924])"
4627,"array([-2.44851173, -9.76111029])"
4628,"array([-4.31435895, -9.06391196])"
4629,"array([-4.05335574, -8.13032589])"
4630,"array([-3.84946821, -8.70916658])"
4631,"array([ -1.02184161, -10.68198773])"
4632,"array([-4.15148696, -8.67339902])"
4633,"array([-4.01016665, -8.17755983])"
4634,"array([ -1.44203131, -10.93632387])"
4635,"array([ -1.04932549, -11.59981278])"
4636,"array([-2.22840842, -9.64870602])"
4637,"array([-3.58200146, -8.82616702])"
4638,"array([ -0.29133199, -10.73578101])"
4639,"array([ -0.79038708, -10.38063824])"
4640,"array([-1.84956956, -9.83193318])"
4641,"array([ -0.92304989, -10.61760041])"
4642,"array([-4.39602228, -8.98101708])"
4643,"array([-4.21329734, -9.15035513])"
4644,"array([-3.72701917, -8.05379903])"
4645,"array([ -2.29026788, -10.96627252])"
4646,"array([ -2.35929146, -11.11733949])"
4647,"array([-2.21519057, -9.12486697])"
4648,"array([-1.78173915, -9.45191985])"
4649,"array([-2.80434071, -8.17716347])"
4650,"array([ -2.3500502 , -10.72616136])"
4651,"array([ -2.29638523, -10.90397085])"
4652,"array([ -2.19647365, -10.72647957])"
4653,"array([-0.72002677, -8.54374124])"
4654,"array([ -2.30571328, -10.56178999])"
4655,"array([-2.03070654, -8.42620418])"
4656,"array([ -2.3090795 , -10.69834096])"
4657,"array([-3.9987031 , -8.97656605])"
4658,"array([-3.6438653 , -9.18239656])"
4659,"array([ -4.20672049, -10.39512514])"
4660,"array([ -1.89522371, -10.95129617])"
4661,"array([ -2.08829783, -10.43306159])"
4662,"array([-4.37640415, -9.90625626])"
4663,"array([-3.65025823, -9.31788706])"
4664,"array([-3.85512634, -9.90896719])"
4665,"array([ -2.25755013, -11.25185048])"
4666,"array([-4.35961426, -9.43560002])"
4667,"array([-3.39826565, -9.64084413])"
4668,"array([-4.51915569, -8.97312393])"
4669,"array([-4.99909303, -9.24434375])"
4670,"array([-4.67453772, -9.62262253])"
4671,"array([-4.58025598, -9.71656192])"
4672,"array([-3.95129881, -8.65364076])"
4673,"array([-3.9851273 , -9.82078729])"
4674,"array([-4.06017741, -9.84001886])"
4675,"array([-3.43201126, -9.58798503])"
4676,"array([-4.09690282, -9.359464  ])"
4677,"array([-1.48016418, -8.34326853])"
4678,"array([ -2.06566982, -10.72820453])"
4679,"array([-2.78442385, -8.29625862])"
4680,"array([-3.97249792, -9.94254734])"
4681,"array([-3.73968557, -9.82653417])"
4682,"array([-3.80984628, -9.06731228])"
4683,"array([-3.82958616, -9.83466773])"
4684,"array([ -4.08725726, -10.10117181])"
4685,"array([-3.78222668, -9.79968014])"
4686,"array([-3.70000736, -9.85210904])"
4687,"array([ -3.82142111, -10.16605723])"
4688,"array([-4.13650475, -9.44303134])"
4689,"array([-3.97451368, -9.04453196])"
4690,"array([-3.81995197, -8.74096625])"
4691,"array([-4.33158172, -9.15695656])"
4692,"array([-5.40742474, -8.97465713])"
4693,"array([ -1.80780966, -11.08462359])"
4694,"array([ -1.95530229, -10.85802078])"
4695,"array([-4.15513747, -9.49158998])"
4696,"array([-4.22768805, -9.52829161])"
4697,"array([-4.43634346, -9.45861834])"
4698,"array([-4.47769472, -9.04250194])"
4699,"array([-4.24920267, -9.57779166])"
4700,"array([-3.77099191, -9.66349957])"
4701,"array([-3.23897394, -9.67473805])"
4702,"array([-3.93168356, -9.12371405])"
4703,"array([-4.53818842, -9.58734331])"
4704,"array([-4.38928177, -9.49859739])"
4705,"array([-4.60764292, -9.37418498])"
4706,"array([-4.00830017, -8.79106838])"
4707,"array([-4.11267066, -8.87844425])"
4708,"array([-4.3262397 , -9.53955065])"
4709,"array([-4.97960696, -9.97665615])"
4710,"array([-3.91281938, -9.94044288])"
4711,"array([-3.64188043, -9.2597204 ])"
4712,"array([-4.73438552, -9.25274222])"
4713,"array([-3.98545366, -9.34305026])"
4714,"array([ -4.41162126, -10.20708532])"
4715,"array([-4.15778202, -9.38920743])"
4716,"array([-3.94151323, -8.95165074])"
4717,"array([-4.96488373, -9.55475625])"
4718,"array([ -4.39482413, -10.45609148])"
4719,"array([ -4.28241729, -10.34466124])"
4720,"array([-4.30199187, -8.81792794])"
4721,"array([-3.99122037, -8.7333291 ])"
4722,"array([ -2.25711248, -11.08636496])"
4723,"array([ -1.82801833, -11.01796144])"
4724,"array([ -2.0175437 , -10.55235518])"
4725,"array([-4.72424049, -9.39909965])"
4726,"array([-4.35764193, -9.20343139])"
4727,"array([-3.97393523, -8.25006415])"
4728,"array([-3.94522206, -8.19814939])"
4729,"array([-3.83025831, -8.29488265])"
4730,"array([-4.45780998, -8.98919007])"
4731,"array([-4.26839532, -9.15834183])"
4732,"array([-1.8888288 , -9.05672586])"
4733,"array([-2.38674485, -7.99935581])"
4734,"array([-2.5142098 , -8.21267215])"
4735,"array([ -3.30300555, -10.61470804])"
4736,"array([ -2.66236504, -10.97815564])"
4737,"array([-2.75929286, -8.01935242])"
4738,"array([-4.68657346, -7.63467519])"
4739,"array([-3.3200707 , -8.33524728])"
4740,"array([-4.39252986, -9.26122596])"
4741,"array([-3.87456324, -8.05203501])"
4742,"array([ -3.12581066, -11.28335512])"
4743,"array([ -3.29627074, -11.74760865])"
4744,"array([-4.23793078, -7.96797423])"
4745,"array([-4.11534563, -8.00943612])"
4746,"array([-2.9521045 , -9.01551599])"
4747,"array([ -2.93656693, -10.24793233])"
4748,"array([-3.37062963, -9.26403299])"
4749,"array([-3.34981825, -9.36488308])"
4750,"array([-2.78603921, -8.37418623])"
4751,"array([-3.60054998, -8.31743654])"
4752,"array([-4.2342344 , -9.25873943])"
4753,"array([ -3.48382505, -10.62696774])"
4754,"array([-3.27651038, -9.18100191])"
4755,"array([-2.73400138, -8.05675873])"
4756,"array([-1.97114663, -9.69034527])"
4757,"array([-2.98700782, -9.0418999 ])"
4758,"array([-3.30887976, -9.21833605])"
4759,"array([-2.72429777, -9.98661843])"
4760,"array([-1.56054397, -9.08306969])"
4761,"array([ -2.13341076, -10.35710208])"
4762,"array([ -2.34021592, -10.15568263])"
4763,"array([ -2.48919539, -10.04165345])"
4764,"array([ -1.88706781, -10.71196191])"
4765,"array([ -1.89702441, -10.88764856])"
4766,"array([-0.79541299, -9.54654431])"
4767,"array([ -1.99357862, -10.31208672])"
4768,"array([-1.97296028, -8.38859612])"
4769,"array([ -1.84812387, -11.60054827])"
4770,"array([-2.70182034, -8.62549458])"
4771,"array([-3.55172077, -9.65633143])"
4772,"array([-2.92843039, -9.27440884])"
4773,"array([-2.53152056, -9.75326368])"
4774,"array([-3.19463065, -9.96230996])"
4775,"array([-2.69693801, -9.90940973])"
4776,"array([-3.63916608, -9.85551725])"
4777,"array([-1.38847752, -8.70263136])"
4778,"array([ -2.67450779, -10.25326828])"
4779,"array([-1.26222721, -9.15786794])"
4780,"array([-3.52006147, -9.28935106])"
4781,"array([ -3.47447327, -10.41532697])"
4782,"array([-3.22936113, -9.99894947])"
4783,"array([-3.72105221, -9.15523147])"
4784,"array([-3.49862022, -9.21690949])"
4785,"array([-3.66723696, -9.55067373])"
4786,"array([-4.05359303, -8.92116278])"
4787,"array([-3.84105516, -9.2521702 ])"
4788,"array([-3.46764146, -9.82482   ])"
4789,"array([-4.47972562, -8.92863814])"
4790,"array([ -1.69045538, -11.46577881])"
4791,"array([-4.0943077 , -8.29892733])"
4792,"array([-1.31320569, -9.38430883])"
4793,"array([-4.19138239, -8.89982287])"
4794,"array([-3.66951931, -8.4998701 ])"
4795,"array([-2.22308034, -8.27806053])"
4796,"array([ -2.34958348, -10.8019513 ])"
4797,"array([-4.43554305, -8.51524855])"
4798,"array([-4.00315967, -8.49057945])"
4799,"array([-3.80673108, -8.67987497])"
4800,"array([-3.57514312, -8.65418188])"
4801,"array([-4.14468769, -9.89289289])"
4802,"array([-1.70210059, -8.42166945])"
4803,"array([-1.8237129 , -9.04736562])"
4804,"array([-3.99510365, -8.92091982])"
4805,"array([-3.68927993, -9.18504005])"
4806,"array([-3.60223385, -8.92669732])"
4807,"array([-4.09217447, -8.57389762])"
4808,"array([-4.69687623, -8.50034288])"
4809,"array([-4.4192816 , -8.57984176])"
4810,"array([-4.03459144, -8.75622905])"
4811,"array([ -1.74837502, -10.17787724])"
4812,"array([-4.02403692, -8.68801224])"
4813,"array([-3.23340731, -7.87442793])"
4814,"array([-3.91446103, -8.76628396])"
4815,"array([-4.05448243, -8.49240244])"
4816,"array([-4.3902293 , -8.75007031])"
4817,"array([ -1.71598019, -11.74931507])"
4818,"array([ -1.94154512, -11.02316964])"
4819,"array([-3.86700163, -9.00356793])"
4820,"array([-3.79892927, -9.13785556])"
4821,"array([ -1.83646392, -11.18293452])"
4822,"array([-3.75780254, -9.4668581 ])"
4823,"array([ -2.97944697, -11.10638003])"
4824,"array([ -2.40034419, -10.65868563])"
4825,"array([-2.50025744, -7.6002061 ])"
4826,"array([ -2.89363717, -10.56573517])"
4827,"array([-3.51127697, -8.37218645])"
4828,"array([-4.55873941, -8.66905135])"
4829,"array([-3.07715946, -8.49045859])"
4830,"array([-4.33988518, -8.35619214])"
4831,"array([-4.60666584, -8.7302623 ])"
4832,"array([-1.11666946, -8.76326381])"
4833,"array([-1.47921747, -8.79097339])"
4834,"array([ -2.59582752, -10.70436566])"
4835,"array([ -2.505106  , -10.97033325])"
4836,"array([-1.68859905, -9.53109556])"
4837,"array([-4.43268813, -8.18468078])"
4838,"array([ -2.18332742, -10.32345561])"
4839,"array([-4.32212167, -8.26139375])"
4840,"array([-4.35400641, -8.19026121])"
4841,"array([ -1.97781722, -10.95824528])"
4842,"array([ -1.9847362 , -10.79722268])"
4843,"array([ -2.01785533, -10.66288133])"
4844,"array([ -3.47711214, -10.04493212])"
4845,"array([-1.59561543, -8.36771177])"
4846,"array([ -4.25552377, -11.56681627])"
4847,"array([ -3.81367909, -10.9653352 ])"
4848,"array([-7.63914263, -8.92775009])"
4849,"array([-7.1559199 , -9.05322728])"
4850,"array([-7.66968909, -9.07449822])"
4851,"array([-2.26071249, -9.54501037])"
4852,"array([ -3.33152038, -10.5502348 ])"
4853,"array([-3.08177991, -8.41239742])"
4854,"array([-2.98428852, -8.48546184])"
4855,"array([-1.45250687, -9.19987252])"
4856,"array([-3.39845431, -7.52619988])"
4857,"array([-1.82155112, -7.93298742])"
4858,"array([-1.392518  , -9.47029864])"
4859,"array([ -6.41945529, -10.24865595])"
4860,"array([ -5.89002698, -10.01294044])"
4861,"array([-3.19876111, -9.55199628])"
4862,"array([ -2.43601396, -10.11935215])"
4863,"array([-3.11755397, -9.65726273])"
4864,"array([ -3.38457165, -10.11112575])"
4865,"array([-4.41485444, -9.18104728])"
4866,"array([ -3.17765902, -10.01493426])"
4867,"array([-0.79814011, -9.05711253])"
4868,"array([-3.44086385, -7.80264712])"
4869,"array([-2.88339319, -8.2614604 ])"
4870,"array([-3.54176724, -7.98466268])"
4871,"array([-3.04515081, -8.54507626])"
4872,"array([-3.16181297, -9.71310441])"
4873,"array([-4.05802014, -7.45504294])"
4874,"array([-3.16590546, -9.83137036])"
4875,"array([-2.7518596 , -7.98839509])"
4876,"array([-0.76692466, -9.41402625])"
4877,"array([-1.02059088, -9.63233704])"
4878,"array([-2.42976222, -7.70231375])"
4879,"array([-3.53426983, -8.68282598])"
4880,"array([ -4.10624352, -10.31725083])"
4881,"array([-3.65413972, -9.8054305 ])"
4882,"array([-3.40016897, -9.29113976])"
4883,"array([ -3.26566167, -10.30287614])"
4884,"array([ -3.66176989, -10.06105741])"
4885,"array([-1.67470996, -8.48034611])"
4886,"array([-3.18385137, -9.76654002])"
4887,"array([-3.77122809, -8.16724851])"
4888,"array([-3.75351188, -9.61255608])"
4889,"array([-2.10497492, -7.66073668])"
4890,"array([-3.60874842, -8.13851224])"
4891,"array([-4.07120862, -7.26317431])"
4892,"array([-4.15850203, -7.20343288])"
4893,"array([-10.9317223 ,   1.94207746])"
4894,"array([-10.96351071,   2.10082688])"
4895,"array([-2.32819666, -8.74272048])"
4896,"array([-3.22712561, -7.83226797])"
4897,"array([-2.50624058, -5.02270841])"
4898,"array([-2.92739112, -7.05713519])"
4899,"array([-2.4989539 , -7.09019608])"
4900,"array([-3.02794039, -7.44734604])"
4901,"array([-2.60206366, -7.44100443])"
4902,"array([-3.57369051, -7.22685813])"
4903,"array([-3.32686472, -6.84652439])"
4904,"array([-1.04614584, -7.83100243])"
4905,"array([-0.94358925, -9.5614298 ])"
4906,"array([-15.08558768,  -3.22999999])"
4907,"array([-15.03862971,  -3.38843646])"
4908,"array([-15.7691063 ,  -3.84877296])"
4909,"array([-15.78577124,  -3.68506888])"
4910,"array([ -2.66345383, -11.31293486])"
4911,"array([ -2.60352191, -10.76496836])"
4912,"array([-2.31730982, -6.35531453])"
4913,"array([-1.41924384, -9.83816449])"
4914,"array([-2.69276148, -6.7487906 ])"
4915,"array([-2.78534535, -6.95144784])"
4916,"array([ -1.93755868, -11.306292  ])"
4917,"array([ -1.92693589, -11.8512952 ])"
4918,"array([-1.60468879, -7.49417587])"
4919,"array([-1.0474245 , -7.09038736])"
4920,"array([-3.37796037, -8.42738754])"
4921,"array([ 0.22639219, -6.7953701 ])"
4922,"array([-0.35768849, -7.22679145])"
4923,"array([-2.14216585, -8.36757246])"
4924,"array([-1.81198028, -6.82298736])"
4925,"array([-3.56699589, -6.29044775])"
4926,"array([-3.43003538, -5.52936663])"
4927,"array([-3.16665161, -7.02250158])"
4928,"array([-2.71090025, -6.38041066])"
4929,"array([ -0.67409944, -10.38054813])"
4930,"array([-1.08936037, -9.8776552 ])"
4931,"array([-2.85191857, -8.44686128])"
4932,"array([-2.83869486, -5.27778593])"
4933,"array([-3.39027701, -8.33271343])"
4934,"array([-0.39761355, -8.66978144])"
4935,"array([-2.8118178, -7.5072815])"
4936,"array([-2.03251338, -7.09413826])"
4937,"array([-3.88736888, -9.60322467])"
4938,"array([-0.54394009, -8.38029733])"
4939,"array([-0.77722265, -8.5033494 ])"
4940,"array([-1.44026755, -7.99556127])"
4941,"array([-2.73160668, -8.09404771])"
4942,"array([ -3.61819985, -10.14426467])"
4943,"array([-0.76327065, -7.95710206])"
4944,"array([-1.22792654, -7.49983704])"
4945,"array([-3.6861807 , -7.36928648])"
4946,"array([-1.26750601, -9.68688946])"
4947,"array([-2.08077874, -7.27663616])"
4948,"array([-2.68902813, -7.59482387])"
4949,"array([-1.69800078, -7.04057309])"
4950,"array([-2.72049468, -7.3495872 ])"
4951,"array([-15.86830238,  -4.8996033 ])"
4952,"array([-15.74258135,  -4.79280748])"
4953,"array([-3.7513798, -8.8931763])"
4954,"array([-2.37446539, -7.1409857 ])"
4955,"array([-2.35915218, -7.31639874])"
4956,"array([-1.19263707, -7.79722424])"
4957,"array([-0.6990934 , -7.58208178])"
4958,"array([-3.1163477 , -7.54862627])"
4959,"array([-2.95059098, -7.1035843 ])"
4960,"array([-3.375802  , -7.42141357])"
4961,"array([-1.33913261, -7.65531646])"
4962,"array([-1.38739294, -7.88297363])"
4963,"array([-2.54241233, -6.86370934])"
4964,"array([-1.84891478, -6.7610063 ])"
4965,"array([-3.86591196, -8.62666179])"
4966,"array([-3.53708981, -6.01550766])"
4967,"array([-3.475984  , -5.88200956])"
4968,"array([-1.42401668, -8.68050264])"
4969,"array([-2.23750214, -7.30421903])"
